age,age_cat,coninc,coninc_cat,coninc_log,decrease_imm,degree,hs_or_college,letin1a,othlang,partyid,president,race,sex,year,vstrat,vpsu,wtsscomp
21,18-29,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Male,2021,2658.0,1354.0,2.810134547
78,70+,,,,,HS or assoc,HS or less,,,Republican,Trump,,Male,2021,2658.0,3077.0,0.991322454
37,30-39,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Female,2021,2658.0,4033.0,0.265997677
60,60-69,7560.0,<20K,8.930626469173578,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Male,2021,2658.0,3076.0,0.54932974
32,30-39,6048.0,<20K,8.70748291785937,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Male,2021,2658.0,1591.0,1.285383324
28,18-29,3696.0,<20K,8.215006432761575,,HS or assoc,Some college,,,Democrat,Trump,,Female,2021,2658.0,2249.0,1.509340035
63,60-69,94080.0,80K-100K,11.451900763132453,,HS or assoc,HS or less,,,Republican,Trump,,Female,2021,2658.0,1459.0,2.098638235
23,18-29,18480.0,<20K,9.824444345195674,Increase or stay the same,HS or assoc,HS or less,Increased a lot,,Democrat,Trump,,Male,2021,2658.0,1431.0,2.810134547
60,60-69,55440.0,40K-60K,10.923056633863785,,College,Some college,,,Democrat,Trump,,Female,2021,2658.0,1049.0,0.60964114
73,70+,30240.0,30K-40K,10.31692083029347,Decrease,College,Some college,Reduced a little,,Republican,Trump,,Female,2021,2658.0,4092.0,0.229517289
27,18-29,,,,,HS or assoc,Some college,,,Republican,Trump,,Male,2021,2658.0,2408.0,1.242379793
40,40-49,,,,Increase or stay the same,College,Some college,Remain the same,,Independent,Trump,,Female,2021,2658.0,4038.0,0.531995355
66,60-69,18480.0,<20K,9.824444345195674,,College,Some college,,,Democrat,Trump,,Female,2021,2658.0,2050.0,0.229517289
85,70+,,,,,No degree,HS or less,,,Republican,Trump,,Male,2021,2658.0,4210.0,0.725466253
59,50-59,168736.297,160K+,12.036092402474674,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Female,2021,2653.0,1358.0,0.437922133
78,70+,25200.0,20K-30K,10.134599273499514,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Female,2021,2653.0,3249.0,0.962798371
34,30-39,107520.0,100K-160K,11.585432155756976,,College,Some college,,,Republican,Trump,,Male,2021,2653.0,2339.0,0.635938637
35,30-39,6048.0,<20K,8.70748291785937,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Male,2021,2653.0,3459.0,1.608633049
60,60-69,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Male,2021,2653.0,1698.0,0.543557708
,,,,,,,,,,Democrat,Trump,,Female,2021,2653.0,2088.0,0.489950465
40,40-49,5040.0,<20K,8.525161361065415,Decrease,College,Some college,Reduced a lot,,Republican,Trump,,Female,2021,2653.0,1805.0,0.512349656
27,18-29,30240.0,30K-40K,10.31692083029347,,College,Some college,,,Independent,Trump,,Male,2021,2653.0,1649.0,0.926869104
54,50-59,45360.0,40K-60K,10.722385938401633,Decrease,College,Some college,Reduced a lot,,Republican,Trump,,Female,2021,2653.0,3294.0,0.489950465
59,50-59,80640.0,80K-100K,11.297750083305196,Decrease,College,Some college,Reduced a little,,Independent,Trump,,Female,2021,2653.0,1290.0,0.656883199
50,50-59,94080.0,80K-100K,11.451900763132453,Increase or stay the same,College,Some college,Increased a lot,,Independent,Trump,,Male,2021,2653.0,1329.0,0.708523937
36,30-39,45360.0,40K-60K,10.722385938401633,,HS or assoc,Some college,,,Democrat,Trump,,Female,2021,2653.0,2975.0,0.997338322
60,60-69,80640.0,80K-100K,11.297750083305196,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Female,2021,2653.0,4160.0,0.437922133
70,70+,18480.0,<20K,9.824444345195674,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Female,2021,2653.0,2629.0,0.481399185
59,50-59,55440.0,40K-60K,10.923056633863785,Decrease,College,Some college,Reduced a lot,,Democrat,Trump,,Female,2021,2653.0,3609.0,0.244975233
29,18-29,336.0,<20K,5.817111159963204,Decrease,HS or assoc,HS or less,Reduced a little,,Democrat,Trump,,Female,2021,2653.0,2051.0,1.198085583
72,70+,,,,,HS or assoc,HS or less,,,Democrat,Trump,,Male,2021,2653.0,3511.0,1.195044589
65,60-69,67200.0,60K-80K,11.115428526511241,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2653.0,1446.0,0.244975233
45,40-49,36960.0,30K-40K,10.51759152575562,,HS or assoc,HS or less,,,Independent,Trump,,Male,2021,2653.0,1344.0,1.619304355
64,60-69,30240.0,30K-40K,10.31692083029347,Increase or stay the same,HS or assoc,Some college,Increased a little,,Democrat,Trump,,Male,2021,2653.0,1627.0,0.872095124
26,18-29,9240.0,<20K,9.131297164635729,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Male,2021,2653.0,1411.0,0.518493945
32,30-39,18480.0,<20K,9.824444345195674,,College,Some college,,,Democrat,Trump,,Male,2021,2653.0,2526.0,0.635938637
35,30-39,80640.0,80K-100K,11.297750083305196,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Male,2021,2653.0,3366.0,0.355746385
30,30-39,9240.0,<20K,9.131297164635729,,College,Some college,,,Democrat,Trump,,Female,2021,2653.0,1536.0,0.417729288
70,70+,,,,Decrease,College,Some college,Reduced a little,,Democrat,Trump,,Female,2021,2653.0,1692.0,0.549449303
,,36960.0,30K-40K,10.51759152575562,Increase or stay the same,College,Some college,Increased a lot,,Democrat,Trump,,Female,2021,2653.0,3119.0,1.562134864
46,40-49,30240.0,30K-40K,10.31692083029347,,HS or assoc,HS or less,,,Democrat,Trump,,Male,2021,2653.0,1676.0,0.766070835
33,30-39,30240.0,30K-40K,10.31692083029347,Increase or stay the same,HS or assoc,HS or less,Increased a lot,,Democrat,Trump,,Male,2021,2653.0,2106.0,0.769280798
74,70+,45360.0,40K-60K,10.722385938401633,,HS or assoc,HS or less,,,Democrat,Trump,,Male,2021,2653.0,2600.0,1.327554773
63,60-69,336.0,<20K,5.817111159963204,,No degree,HS or less,,,Democrat,Trump,,Male,2021,2653.0,2343.0,0.866321849
33,30-39,30240.0,30K-40K,10.31692083029347,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Male,2021,2653.0,3663.0,0.711492769
36,30-39,55440.0,40K-60K,10.923056633863785,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2653.0,3088.0,0.286610259
59,50-59,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Male,2021,2653.0,2092.0,0.33778416
77,70+,21840.0,20K-30K,9.991498429858842,,College,Some college,,,Democrat,Trump,,Male,2021,2653.0,1735.0,0.340993731
31,30-39,25200.0,20K-30K,10.134599273499514,,HS or assoc,HS or less,,,Independent,Trump,,Female,2021,2653.0,3011.0,0.619777961
47,40-49,94080.0,80K-100K,11.451900763132453,Increase or stay the same,College,Some college,Remain the same,,Independent,Trump,,Female,2021,2653.0,1247.0,0.285414326
62,60-69,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Increased a lot,,Democrat,Trump,,Male,2021,2653.0,3426.0,0.532553025
,,,,,Increase or stay the same,No degree,HS or less,Remain the same,,,Trump,,,2021,2653.0,4202.0,2.710027436
42,40-49,30240.0,30K-40K,10.31692083029347,,HS or assoc,HS or less,,,Independent,Trump,,Female,2021,2653.0,3400.0,0.993176748
22,18-29,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Male,2021,2653.0,1227.0,0.883856307
79,70+,18480.0,<20K,9.824444345195674,,HS or assoc,HS or less,,,Independent,Trump,,Male,2021,2653.0,4024.0,0.597522295
73,70+,45360.0,40K-60K,10.722385938401633,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Male,2021,2653.0,3677.0,1.068141603
30,30-39,25200.0,20K-30K,10.134599273499514,Increase or stay the same,College,Some college,Increased a little,,Republican,Trump,,Male,2021,2653.0,1450.0,0.518493945
56,50-59,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Female,2021,2653.0,2117.0,1.05948929
52,50-59,168736.297,160K+,12.036092402474674,Increase or stay the same,College,Some college,Remain the same,,Independent,Trump,,Female,2021,2653.0,1740.0,0.437922133
33,30-39,30240.0,30K-40K,10.31692083029347,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Male,2021,2653.0,2458.0,1.237916268
53,50-59,168736.297,160K+,12.036092402474674,,HS or assoc,HS or less,,,Republican,Trump,,Male,2021,2653.0,1884.0,1.058087824
,,,,,Decrease,HS or assoc,HS or less,Reduced a lot,,Independent,Trump,,,2021,2653.0,1924.0,1.068141603
35,30-39,55440.0,40K-60K,10.923056633863785,,College,Some college,,,Democrat,Trump,,Male,2021,2653.0,2336.0,0.635938637
51,50-59,67200.0,60K-80K,11.115428526511241,,HS or assoc,HS or less,,,Republican,Trump,,Male,2021,2653.0,2363.0,0.591898174
32,30-39,80640.0,80K-100K,11.297750083305196,,College,Some college,,,Democrat,Trump,,Female,2021,2653.0,2898.0,0.448671379
,,168736.297,160K+,12.036092402474674,Increase or stay the same,College,Some college,Remain the same,,Republican,Trump,,Male,2021,2653.0,2281.0,0.815336562
,,36960.0,30K-40K,10.51759152575562,,HS or assoc,HS or less,,,Republican,Trump,,Male,2021,2653.0,2243.0,1.068141603
,,21840.0,20K-30K,9.991498429858842,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Female,2021,2653.0,1268.0,0.481399185
64,60-69,45360.0,40K-60K,10.722385938401633,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Female,2021,2653.0,3894.0,0.852457927
,,,,,,HS or assoc,HS or less,,,Independent,Trump,,Female,2021,2653.0,1094.0,0.860557844
35,30-39,55440.0,40K-60K,10.923056633863785,,College,Some college,,,Democrat,Trump,,Male,2021,2653.0,2765.0,0.635938637
75,70+,45360.0,40K-60K,10.722385938401633,Decrease,HS or assoc,HS or less,Reduced a lot,,Republican,Trump,,Female,2021,2653.0,3913.0,0.860557844
60,60-69,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Female,2021,2653.0,1907.0,0.476868062
75,70+,21840.0,20K-30K,9.991498429858842,,HS or assoc,HS or less,,,Democrat,Trump,,Female,2021,2653.0,3443.0,0.534778193
40,40-49,55440.0,40K-60K,10.923056633863785,Increase or stay the same,College,Some college,Remain the same,,Republican,Trump,,Female,2021,2653.0,2031.0,0.286610259
74,70+,80640.0,80K-100K,11.297750083305196,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Male,2021,2653.0,2109.0,1.068141603
47,40-49,1344.0,<20K,7.203405521083095,Increase or stay the same,No degree,HS or less,Increased a little,,Democrat,Trump,,Female,2021,2653.0,3749.0,0.903342479
56,50-59,45360.0,40K-60K,10.722385938401633,,College,Some college,,,Republican,Trump,,Female,2021,2653.0,3783.0,0.244975233
25,18-29,14280.0,<20K,9.566615235893575,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2653.0,1163.0,1.670917152
37,30-39,7560.0,<20K,8.930626469173578,Increase or stay the same,College,Some college,Increased a lot,,Democrat,Trump,,Male,2021,2653.0,1387.0,0.711492769
42,40-49,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2654.0,4222.0,0.756438548
42,40-49,94080.0,80K-100K,11.451900763132453,,College,Some college,,,Democrat,Trump,,Male,2021,2654.0,2186.0,1.141964644
26,18-29,21840.0,20K-30K,9.991498429858842,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Male,2021,2654.0,4143.0,0.997589007
63,60-69,9240.0,<20K,9.131297164635729,Increase or stay the same,HS or assoc,HS or less,Increased a lot,,Democrat,Trump,,Female,2021,2654.0,2826.0,0.842567807
68,60-69,14280.0,<20K,9.566615235893575,Decrease,HS or assoc,HS or less,Reduced a little,,Democrat,Trump,,Female,2021,2654.0,3390.0,0.425286875
,,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,,2021,2654.0,1802.0,1.095072199
80,70+,12600.0,<20K,9.441452092939569,,No degree,HS or less,,,Independent,Trump,,Female,2021,2654.0,3639.0,1.392834521
61,60-69,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Male,2021,2654.0,3439.0,1.170062076
25,18-29,25200.0,20K-30K,10.134599273499514,Increase or stay the same,College,Some college,Increased a lot,,Republican,Trump,,Female,2021,2654.0,1350.0,0.738076793
58,50-59,,,,,No degree,HS or less,,,Independent,Trump,,Male,2021,2654.0,1134.0,0.856270881
24,18-29,21840.0,20K-30K,9.991498429858842,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Male,2021,2654.0,3220.0,0.997589007
55,50-59,14280.0,<20K,9.566615235893575,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Male,2021,2654.0,1993.0,0.585031038
35,30-39,25200.0,20K-30K,10.134599273499514,Increase or stay the same,HS or assoc,HS or less,Increased a little,,Democrat,Trump,,Female,2021,2654.0,1201.0,0.492883658
34,30-39,67200.0,60K-80K,11.115428526511241,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Female,2021,2654.0,3368.0,0.985767316
68,60-69,7560.0,<20K,8.930626469173578,Increase or stay the same,HS or assoc,HS or less,Increased a little,,Independent,Trump,,Female,2021,2654.0,2982.0,0.475814047
48,40-49,168736.297,160K+,12.036092402474674,Decrease,College,Some college,Reduced a lot,,Republican,Trump,,Female,2021,2654.0,3293.0,0.756438548
35,30-39,36960.0,30K-40K,10.51759152575562,,HS or assoc,HS or less,,,Democrat,Trump,,Male,2021,2654.0,1545.0,1.223554104
54,50-59,25200.0,20K-30K,10.134599273499514,Decrease,HS or assoc,Some college,Reduced a little,,Independent,Trump,,Male,2021,2654.0,1880.0,0.585031038
38,30-39,,,,Decrease,No degree,HS or less,Reduced a lot,,Republican,Trump,,Male,2021,2654.0,4137.0,5.314828312
43,40-49,30240.0,30K-40K,10.31692083029347,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Female,2021,2654.0,3370.0,1.098281657
,,,,,Decrease,HS or assoc,HS or less,Reduced a lot,,Republican,Trump,,Male,2021,2654.0,1943.0,0.585031038
60,60-69,18480.0,<20K,9.824444345195674,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Male,2021,2654.0,1598.0,0.585031038
59,50-59,15960.0,<20K,9.6778408710038,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Female,2021,2654.0,3921.0,0.471335493
49,40-49,45360.0,40K-60K,10.722385938401633,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Male,2021,2654.0,1939.0,1.827672905
,,,,,,No degree,HS or less,,,,Trump,,,2021,2654.0,3050.0,1.841500301
34,30-39,1344.0,<20K,7.203405521083095,,HS or assoc,HS or less,,,Independent,Trump,,Male,2021,2654.0,1888.0,1.223554104
25,18-29,25200.0,20K-30K,10.134599273499514,,HS or assoc,HS or less,,,Republican,Trump,,Male,2021,2654.0,3865.0,0.997589007
60,60-69,25200.0,20K-30K,10.134599273499514,,HS or assoc,HS or less,,,Democrat,Trump,,Female,2021,2654.0,3793.0,0.471335493
31,30-39,36960.0,30K-40K,10.51759152575562,Increase or stay the same,HS or assoc,HS or less,Increased a little,,Democrat,Trump,,Female,2021,2654.0,2829.0,0.985767316
81,70+,14280.0,<20K,9.566615235893575,Increase or stay the same,HS or assoc,HS or less,Increased a little,,Independent,Trump,,Female,2021,2654.0,1318.0,0.475814047
54,50-59,2352.0,<20K,7.763021309018518,,HS or assoc,HS or less,,,Republican,Trump,,Female,2021,2654.0,3431.0,0.471335493
62,60-69,36960.0,30K-40K,10.51759152575562,,HS or assoc,HS or less,,,Democrat,Trump,,Female,2021,2654.0,2387.0,0.942670986
54,50-59,6048.0,<20K,8.70748291785937,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Female,2021,2654.0,3530.0,1.414006478
69,60-69,18480.0,<20K,9.824444345195674,,HS or assoc,HS or less,,,Democrat,Trump,,Female,2021,2654.0,2253.0,0.85057375
38,30-39,55440.0,40K-60K,10.923056633863785,Decrease,College,Some college,Reduced a little,,Independent,Trump,,Female,2021,2654.0,1458.0,0.506405433
39,30-39,9240.0,<20K,9.131297164635729,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Female,2021,2654.0,1593.0,0.551441819
51,50-59,25200.0,20K-30K,10.134599273499514,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2654.0,3025.0,0.242133058
63,60-69,9240.0,<20K,9.131297164635729,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Female,2021,2654.0,2479.0,0.471335493
50,50-59,80640.0,80K-100K,11.297750083305196,Increase or stay the same,College,Some college,Remain the same,,Republican,Trump,,Male,2021,2654.0,3336.0,0.938906651
68,60-69,,,,Increase or stay the same,HS or assoc,HS or less,Increased a lot,,Republican,Trump,,Male,2021,2654.0,3627.0,0.590589909
60,60-69,36960.0,30K-40K,10.51759152575562,,HS or assoc,HS or less,,,Republican,Trump,,Female,2021,2654.0,3655.0,0.942670986
32,30-39,336.0,<20K,5.817111159963204,Increase or stay the same,College,Some college,Increased a lot,,Independent,Trump,,Male,2021,2654.0,2127.0,0.322375115
32,30-39,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2654.0,2530.0,0.375726788
67,60-69,107520.0,100K-160K,11.585432155756976,Increase or stay the same,College,Some college,Increased a lot,,Democrat,Trump,,Male,2021,2654.0,2310.0,0.542356289
67,60-69,30240.0,30K-40K,10.31692083029347,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Male,2021,2654.0,2927.0,1.055749146
21,18-29,,,,,HS or assoc,HS or less,,,Republican,Trump,,Male,2021,2654.0,3565.0,1.995178015
67,60-69,6048.0,<20K,8.70748291785937,Increase or stay the same,HS or assoc,HS or less,Increased a little,,Independent,Trump,,Female,2021,2654.0,2426.0,0.475814047
25,18-29,168736.297,160K+,12.036092402474674,Increase or stay the same,College,Some college,Remain the same,,Republican,Trump,,Female,2021,2654.0,2963.0,2.064414201
66,60-69,67200.0,60K-80K,11.115428526511241,Decrease,HS or assoc,HS or less,Reduced a lot,,Independent,Trump,,Female,2021,2654.0,2169.0,0.85057375
43,40-49,30240.0,30K-40K,10.31692083029347,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Female,2021,2654.0,4133.0,0.981654024
42,40-49,30240.0,30K-40K,10.31692083029347,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Female,2021,2654.0,2120.0,0.247041317
59,50-59,6048.0,<20K,8.70748291785937,,HS or assoc,HS or less,,,Independent,Trump,,Female,2021,2654.0,1937.0,0.471335493
54,50-59,336.0,<20K,5.817111159963204,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Female,2021,2654.0,1851.0,0.471335493
42,40-49,55440.0,40K-60K,10.923056633863785,,No degree,HS or less,,,Republican,Trump,,Male,2021,2654.0,2276.0,1.783361892
33,30-39,55440.0,40K-60K,10.923056633863785,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Female,2021,2654.0,4105.0,0.985767316
40,40-49,107520.0,100K-160K,11.585432155756976,,HS or assoc,Some college,,,Republican,Trump,,Male,2021,2654.0,1904.0,0.684460612
34,30-39,94080.0,80K-100K,11.451900763132453,Increase or stay the same,College,Some college,Increased a lot,,Democrat,Trump,,Female,2021,2654.0,3891.0,0.506405433
58,50-59,15960.0,<20K,9.6778408710038,Increase or stay the same,HS or assoc,HS or less,Increased a lot,,Republican,Trump,,Female,2021,2654.0,3016.0,0.412754734
40,40-49,45360.0,40K-60K,10.722385938401633,,College,Some college,,,Independent,Trump,,Female,2021,2654.0,1854.0,0.506405433
28,18-29,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Remain the same,,Republican,Trump,,Female,2021,2654.0,2970.0,0.978926466
58,50-59,67200.0,60K-80K,11.115428526511241,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Male,2021,2654.0,1688.0,1.045812009
26,18-29,10920.0,<20K,9.298351249298896,Increase or stay the same,HS or assoc,HS or less,Increased a little,,Independent,Trump,,Male,2021,2654.0,2938.0,0.873601906
,,45360.0,40K-60K,10.722385938401633,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Female,2021,2654.0,1582.0,3.074371594
22,18-29,1344.0,<20K,7.203405521083095,Increase or stay the same,HS or assoc,Some college,Remain the same,,Independent,Trump,,Female,2021,2654.0,2091.0,0.803716514
57,50-59,10920.0,<20K,9.298351249298896,Increase or stay the same,HS or assoc,HS or less,Increased a lot,,Democrat,Trump,,Female,2021,2657.0,4119.0,0.591184593
51,50-59,30240.0,30K-40K,10.31692083029347,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Male,2021,2657.0,1990.0,1.311736452
33,30-39,,,,Decrease,No degree,HS or less,Reduced a lot,,Independent,Trump,,Male,2021,2657.0,2444.0,0.795922013
42,40-49,3696.0,<20K,8.215006432761575,Decrease,No degree,HS or less,Reduced a lot,,Independent,Trump,,Female,2021,2657.0,1475.0,1.802119897
76,70+,80640.0,80K-100K,11.297750083305196,,College,Some college,,,Democrat,Trump,,Male,2021,2657.0,2298.0,0.612363512
65,60-69,55440.0,40K-60K,10.923056633863785,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Female,2021,2657.0,1093.0,0.951326261
58,50-59,45360.0,40K-60K,10.722385938401633,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Male,2021,2657.0,2983.0,1.311736452
64,60-69,336.0,<20K,5.817111159963204,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Democrat,Trump,,Male,2021,2657.0,2441.0,0.733790138
35,30-39,9240.0,<20K,9.131297164635729,Decrease,HS or assoc,HS or less,Reduced a little,,Democrat,Trump,,Female,2021,2657.0,4085.0,0.691660001
41,40-49,45360.0,40K-60K,10.722385938401633,Increase or stay the same,College,Some college,Remain the same,,Independent,Trump,,Male,2021,2657.0,1499.0,0.706733667
72,70+,55440.0,40K-60K,10.923056633863785,,HS or assoc,HS or less,,,Republican,Trump,,Female,2021,2657.0,3719.0,0.537232012
65,60-69,55440.0,40K-60K,10.923056633863785,,HS or assoc,HS or less,,,Republican,Trump,,Female,2021,2657.0,1713.0,0.951326261
68,60-69,14280.0,<20K,9.566615235893575,,HS or assoc,HS or less,,,Independent,Trump,,Female,2021,2657.0,3191.0,1.074464024
34,30-39,80640.0,80K-100K,11.297750083305196,Increase or stay the same,College,Some college,Increased a little,,Democrat,Trump,,Female,2021,2657.0,1229.0,0.857658192
,,,,,Increase or stay the same,No degree,HS or less,Increased a little,,Democrat,Trump,,,2021,2657.0,3440.0,2.513064801
77,70+,45360.0,40K-60K,10.722385938401633,Decrease,College,Some college,Reduced a lot,,Republican,Trump,,Female,2021,2657.0,2101.0,0.493356145
79,70+,55440.0,40K-60K,10.923056633863785,Decrease,HS or assoc,HS or less,Reduced a lot,,Republican,Trump,,Male,2021,2657.0,1026.0,1.192024998
20,18-29,1344.0,<20K,7.203405521083095,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Independent,Trump,,Male,2021,2657.0,3968.0,1.251251519
66,60-69,67200.0,60K-80K,11.115428526511241,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Male,2021,2657.0,2492.0,0.680264243
57,50-59,168736.297,160K+,12.036092402474674,Decrease,HS or assoc,HS or less,Reduced a lot,,Republican,Trump,,Male,2021,2657.0,3710.0,1.981640122
29,18-29,,,,Increase or stay the same,College,Some college,Remain the same,,Independent,Trump,,Female,2021,2657.0,2637.0,0.517868859
27,18-29,6048.0,<20K,8.70748291785937,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Female,2021,2657.0,1391.0,0.907460053
38,30-39,30240.0,30K-40K,10.31692083029347,Increase or stay the same,HS or assoc,Some college,Remain the same,,Republican,Trump,,Female,2021,2657.0,1918.0,1.11300993
47,40-49,1344.0,<20K,7.203405521083095,Increase or stay the same,No degree,HS or less,Remain the same,,Democrat,Trump,,Female,2021,2657.0,3789.0,1.802119897
,,,,,,No degree,HS or less,,,,Trump,,,2021,2657.0,2881.0,1.392392749
36,30-39,1344.0,<20K,7.203405521083095,Increase or stay the same,No degree,HS or less,Remain the same,,Independent,Trump,,Female,2021,2657.0,4166.0,1.012336576
30,30-39,45360.0,40K-60K,10.722385938401633,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Male,2021,2657.0,2705.0,2.013497042
57,50-59,168736.297,160K+,12.036092402474674,,College,Some college,,,Republican,Trump,,Male,2021,2657.0,1331.0,0.909899549
53,50-59,168736.297,160K+,12.036092402474674,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Female,2021,2657.0,1526.0,0.951326261
51,50-59,168736.297,160K+,12.036092402474674,Decrease,College,Some college,Reduced a little,,Republican,Trump,,Female,2021,2657.0,2739.0,0.273387536
56,50-59,7560.0,<20K,8.930626469173578,Increase or stay the same,No degree,HS or less,Increased a lot,,Republican,Trump,,Female,2021,2657.0,3829.0,1.557819128
58,50-59,,,,,College,Some college,,,,Trump,,Female,2021,2657.0,2617.0,0.97228415
,,80640.0,80K-100K,11.297750083305196,,College,Some college,,,Republican,Trump,,Female,2021,2657.0,2358.0,0.493356145
32,30-39,,,,Decrease,HS or assoc,HS or less,Reduced a little,,Republican,Trump,,Female,2021,2657.0,3507.0,1.11300993
63,60-69,168736.297,160K+,12.036092402474674,Increase or stay the same,College,Some college,Increased a little,,Republican,Trump,,Male,2021,2657.0,2973.0,0.426842204
59,50-59,7560.0,<20K,8.930626469173578,Decrease,HS or assoc,HS or less,Reduced a lot,,Republican,Trump,,Male,2021,2657.0,3435.0,0.40703393
51,50-59,67200.0,60K-80K,11.115428526511241,Decrease,College,Some college,Reduced a little,,Independent,Trump,,Male,2021,2657.0,3425.0,0.606599699
57,50-59,55440.0,40K-60K,10.923056633863785,Increase or stay the same,College,Some college,Remain the same,,Republican,Trump,,Female,2021,2657.0,2916.0,0.273387536
59,50-59,25200.0,20K-30K,10.134599273499514,Increase or stay the same,HS or assoc,HS or less,Remain the same,,Republican,Trump,,Male,2021,2657.0,1215.0,1.5510701
38,30-39,7560.0,<20K,8.930626469173578,Decrease,HS or assoc,Some college,Reduced a little,,Democrat,Trump,,Female,2021,2657.0,3406.0,1.383320002
76,70+,25200.0,20K-30K,10.134599273499514,Decrease,HS or assoc,HS or less,Reduced a little,,Independent,Trump,,Male,2021,2657.0,1882.0,0.666823115
41,40-49,25200.0,20K-30K,10.134599273499514,Increase or stay the same,,,Remain the same,,Independent,Trump,,Male,2021,2657.0,3160.0,1.204741184
36,30-39,55440.0,40K-60K,10.923056633863785,Increase or stay the same,College,Some college,Remain the same,,Democrat,Trump,,Female,2021,2657.0,2805.0,0.571772128
60,60-69,7560.0,<20K,8.930626469173578,Increase or stay the same,No degree,HS or less,Remain the same,,Republican,Trump,,Male,2021,2657.0,1454.0,1.073999646
